theta,p,cls,prob,phi,q,leak,covariance,unitarity,nontrivial_spread,prob_paper,phi_paper,q_paper,phi_ideal,prob_ideal
0.6872233929727672,0.0,n,0.06012123539097774,2.061670178918302,-4.440892098500626e-16,1.3877787807814457e-17,4.654751537338637e-17,5.551115123125783e-17,6.958382176060062e-17,0.060121235390977724,2.061670178918302,1.1102230246251565e-16,2.061670178918302,0.06012123539097771
0.7117670855789375,0.0,t,0.5719193015585795,-0.6157687905405126,-3.3306690738754696e-16,1.1102230246251565e-16,2.4197801231494166e-16,3.3306690738754696e-16,1.0408702250310904e-16,0.5719193015585794,-0.6157687905405127,0.0,-0.6157687905405126,0.5719193015585793
0.7117670855789375,0.0,n,0.061154385491631505,2.1353012567368124,-6.661338147750939e-16,2.7755575615628914e-17,6.706170856416571e-17,7.632783294297951e-17,1.0408702250310904e-16,0.06115438549163151,2.1353012567368124,-1.1102230246251565e-16,2.1353012567368124,0.061154385491631526
0.7363107781851077,0.0,t,0.5667032199117937,-0.6715109460902232,-4.440892098500626e-16,1.1102230246251565e-16,5.13164844039733e-16,5.551115123125783e-16,7.076311083754596e-17,0.5667032199117934,-0.6715109460902231,1.1102230246251565e-16,-0.6715109460902232,0.5667032199117934
0.7363107781851077,0.0,n,0.06189954001260101,2.208932334555323,-1.1102230246251565e-16,1.3877787807814457e-17,7.28583859910259e-17,1.3877787807814457e-17,7.076311083754596e-17,0.061899540012600944,2.208932334555323,0.0,2.208932334555323,0.06189954001260095
0.760854470791278,0.0,t,0.5635533410404573,-0.7282111897163112,-2.220446049250313e-16,1.1102230246251565e-16,1.7772239894833365e-16,2.220446049250313e-16,1.0408340855860843e-16,0.563553341040457,-0.7282111897163109,0.0,-0.7282111897163108,0.563553341040457
0.760854470791278,0.0,n,0.062349522708506196,2.2825634123738334,-4.440892098500626e-16,2.0816681711721685e-17,3.536189955575242e-17,4.85722573273506e-17,1.0408340855860843e-16,0.06234952270850615,2.282563412373834,-1.1102230246251565e-16,2.282563412373834,0.06234952270850615
0.7853981633974483,0.0,t,0.5624999999999999,-0.7853981633974484,-4.440892098500626e-16,1.1102230246251565e-16,2.0977964445877093e-16,5.551115123125783e-16,1.3877787807814457e-16,0.5625,-0.7853981633974483,0.0,-0.7853981633974483,0.5625
0.7853981633974483,0.0,n,0.06249999999999996,2.356194490192345,-7.771561172376096e-16,2.7755575615628914e-17,6.453544378663091e-17,9.71445146547012e-17,1.3877787807814457e-16,0.0625,2.356194490192345,0.0,2.356194490192345,0.0625
0.8099418560036186,0.0,t,0.5635533410404573,-0.8425851370785854,-4.440892098500626e-16,1.1102230246251565e-16,2.10057644467752e-16,4.440892098500626e-16,5.928593550334434e-17,0.5635533410404568,-0.8425851370785855,0.0,-0.8425851370785855,0.563553341040457
0.8099418560036186,0.0,n,0.062349522708506196,2.429825568010856,-2.220446049250313e-16,2.7755575615628914e-17,3.120832070380308e-17,2.7755575615628914e-17,5.928593550334434e-17,0.06234952270850617,2.429825568010856,5.551115123125783e-17,2.429825568010856,0.062349522708506154
0.8344855486097889,0.0,t,0.5667032199117937,-0.8992853807046733,-4.440892098500626e-16,1.1102230246251565e-16,4.0186867901710194e-16,5.551115123125783e-16,9.71445146547012e-17,0.5667032199117934,-0.8992853807046733,0.0,-0.8992853807046733,0.5667032199117934
0.8344855486097889,0.0,n,0.061899540012601006,2.503456645829366,-3.3306690738754696e-16,1.3877787807814457e-17,4.154435558681304e-17,4.163336342344337e-17,9.71445146547012e-17,0.061899540012600944,2.5034566458293663,-1.1102230246251565e-16,2.5034566458293668,0.06189954001260095
0.859029241215959,0.0,t,0.5719193015585792,-0.9550275362543839,-5.551115123125783e-16,1.1102230246251565e-16,6.084327794855611e-16,6.661338147750939e-16,5.553824967135427e-17,0.5719193015585793,-0.9550275362543837,0.0,-0.9550275362543837,0.5719193015585793
0.859029241215959,0.0,n,0.06115438549163153,2.577087723647877,-3.3306690738754696e-16,2.0816681711721685e-17,5.63182172019492e-17,4.163336342344337e-17,5.553824967135427e-17,0.06115438549163153,2.5770877236478773,0.0,2.5770877236478773,0.06115438549163153
0.8835729338221293,0.0,t,0.5791513522631563,-1.0093698602430723,-3.3306690738754696e-16,2.220446049250313e-16,4.918240334741595e-16,3.3306690738754696e-16,7.632783294297951e-17,0.579151352263156,-1.0093698602430723,0.0,-1.009369860243072,0.579151352263156
0.8835729338221293,0.0,n,0.06012123539097776,2.650718801466388,-2.220446049250313e-16,2.7755575615628914e-17,2.6020852139652106e-17,2.7755575615628914e-17,7.632783294297951e-17,0.060121235390977724,2.650718801466388,0.0,2.650718801466388,0.06012123539097772
0.9081166264282996,0.0,t,0.5883297234237975,-1.061912359823679,-3.3306690738754696e-16,2.220446049250313e-16,4.1486339206219796e-16,3.3306690738754696e-16,5.419449386414209e-17,0.5883297234237974,-1.061912359823679,1.1102230246251565e-16,-1.0619123598236788,0.5883297234237973
0.9081166264282996,0.0,n,0.05881003951088613,2.7243498792848992,-1.1102230246251565e-16,1.3877787807814457e-17,4.772854504744019e-17,1.3877787807814457e-17,5.419449386414209e-17,0.058810039510886085,2.724349879284899,0.0,2.724349879284899,0.05881003951088609
0.9326603190344698,0.0,t,0.599366022308818,-1.1123061185919556,-3.3306690738754696e-16,2.220446049250313e-16,3.613544257464544e-16,4.440892098500626e-16,7.196489415735147e-17,0.5993660223088182,-1.1123061185919558,1.1102230246251565e-16,-1.112306118591956,0.5993660223088182
0.9326603190344698,0.0,n,0.05723342538445454,2.7979809571034093,-4.440892098500626e-16,1.3877787807814457e-17,3.622208959480119e-17,4.85722573273506e-17,7.196489415735147e-17,0.05723342538445454,2.7979809571034093,-1.1102230246251565e-16,2.7979809571034093,0.05723342538445454
0.9572040116406401,0.0,t,0.6121539633269012,-1.1602594465819396,-3.3306690738754696e-16,2.220446049250313e-16,4.070388103071988e-16,4.440892098500626e-16,7.016522229951154e-17,0.6121539633269013,-1.1602594465819396,0.0,-1.1602594465819396,0.6121539633269013
